gpio,time,temperature,humidity,measure_name
22,1695808348131,73.42,65.18,metric
22,1695808433228,73.62,66.82,metric
22,1695808450229,73.68,66.15,metric
22,1695808594149,73.69,66.64,metric
22,1695808972353,74.08,66.33,metric
22,1695809005836,73.66,66.54,metric
22,1695809278600,74.21,66.43,metric
22,1695809478402,73.79,66.69,metric
22,1695809739893,74.15,65.41,metric
22,1695810182848,74.21,65.16,metric
22,1695810435347,74.39,65.27,metric
22,1695810524227,74.08,65.74,metric
22,1695810683042,74.31,65.65,metric
22,1695810733073,73.61,65.76,metric
22,1695810755064,73.94,65.22,metric
22,1695811110108,71.87,65.72,metric
22,1695811168605,72.45,65.68,metric
22,1695811188587,72.43,65.29,metric
22,1695811342898,72.38,65.39,metric
22,1695811384961,72.33,65.61,metric
22,1695811490083,72.31,65.12,metric
22,1695811535549,71.63,65.5,metric
22,1695811938630,71.63,64.56,metric
22,1695811972060,71.62,65.07,metric
22,1695812063457,72.4,65.92,metric
22,1695812271735,72.27,65.28,metric
22,1695812444138,71.64,65.55,metric
22,1695812497823,73.69,64.45,metric
22,1695812670037,72.39,64.42,metric
22,1695812684024,74.25,64.74,metric
22,1695812741554,71.98,65.45,metric
22,1695812881613,73.53,64.54,metric
22,1695812894621,74.35,64.83,metric
22,1695812966766,73.71,64.04,metric
22,1695813191012,71.84,64.45,metric
22,1695813246104,72.25,64.08,metric
22,1695813296686,74.37,64.42,metric
22,1695813349347,74.32,64.67,metric
22,1695813387360,72.03,64.91,metric
22,1695813802349,73.9,64.84,metric
22,1695813882348,71.99,64.44,metric
22,1695813954879,71.72,64.31,metric
22,1695814597301,72.53,64.38,metric
22,1695814650695,71.74,64.24,metric
22,1695814799551,73.77,64.59,metric
22,1695814815518,72.26,64.6,metric
22,1695815369333,72.27,64.65,metric
22,1695815387324,72.5,64.33,metric
22,1695815533192,72.51,64.85,metric
22,1695815747880,71.73,64.15,metric
22,1695816084187,71.74,64.64,metric
22,1695816207255,71.62,64.54,metric
22,1695816302948,71.6,64.63,metric
22,1695816569668,72.03,64.41,metric
22,1695817148405,72.36,64.15,metric
22,1695817273784,72.16,64.15,metric
22,1695817711907,72.01,64.59,metric
22,1695818041783,72.18,64.22,metric
22,1695818190776,72.1,64.75,metric
22,1695818419277,71.98,64.45,metric
22,1695818472293,72.59,64.39,metric
22,1695818561600,71.8,64.54,metric
22,1695818643874,72.44,64.67,metric
22,1695818728262,71.71,64.09,metric
22,1695819043828,72.0,64.0,metric
22,1695819337196,71.74,64.81,metric
22,1695819680109,72.54,64.91,metric
22,1695819739320,71.84,64.91,metric
22,1695819791901,72.37,64.35,metric
22,1695819843287,72.54,64.61,metric
22,1695820162105,72.24,64.73,metric
22,1695820285139,72.31,64.06,metric
22,1695820372276,72.18,64.86,metric
22,1695820805985,72.55,64.88,metric
22,1695820944124,72.57,64.85,metric
22,1695820961109,72.34,64.64,metric
22,1695821110719,71.63,64.02,metric
22,1695821804511,72.37,64.94,metric
22,1695822065106,71.86,64.37,metric
22,1695822107670,72.59,64.94,metric
22,1695822521666,72.49,64.53,metric
22,1695822689213,72.01,64.58,metric
22,1695823118289,72.16,64.48,metric
22,1695823520023,72.36,64.16,metric
22,1695823672268,72.02,64.48,metric
22,1695823746849,72.57,64.59,metric
22,1695824109103,71.86,63.74,metric
22,1695824205538,72.54,63.63,metric
22,1695824427834,71.84,64.65,metric
22,1695824483351,71.85,64.15,metric
22,1695824537982,72.53,64.84,metric
22,1695824557470,71.82,64.75,metric
22,1695824645432,72.36,63.42,metric
22,1695825176524,71.62,63.7,metric
22,1695825385080,71.7,63.38,metric
22,1695825528242,72.38,63.03,metric
22,1695825955694,72.05,63.83,metric
22,1695825969133,72.0,64.08,metric
22,1695826119299,72.19,63.34,metric
22,1695826427819,72.58,63.01,metric
22,1695826499334,71.92,63.3,metric
22,1695826570323,72.59,63.73,metric
22,1695826819816,72.29,63.64,metric
22,1695826968003,71.66,63.25,metric
22,1695827069371,72.18,62.85,metric
22,1695827116899,72.29,62.31,metric
22,1695827415658,71.63,62.35,metric
22,1695827437137,72.27,62.2,metric
22,1695827571688,72.36,62.54,metric
22,1695827599031,72.23,62.54,metric
22,1695828309631,71.79,60.49,metric
22,1695828393518,72.2,60.37,metric
22,1695828525617,72.29,61.98,metric
22,1695828832941,72.58,60.49,metric
22,1695828942863,71.91,60.89,metric
22,1695828990707,72.06,60.84,metric
22,1695829034195,73.69,60.76,metric
22,1695829423060,73.58,59.01,metric
22,1695829669822,74.08,58.49,metric
22,1695829772143,73.54,58.09,metric
22,1695829966136,74.04,58.29,metric
22,1695830298332,74.0,57.69,metric
22,1695830778617,74.21,57.46,metric
22,1695830898875,74.09,57.01,metric
22,1695831241400,73.77,56.97,metric
22,1695831344212,74.29,56.43,metric
22,1695831579491,75.35,56.93,metric
22,1695831680592,75.34,56.6,metric
22,1695831896627,76.04,56.32,metric
22,1695832027099,75.34,56.5,metric
22,1695832076387,76.18,56.34,metric
22,1695832470386,75.7,55.15,metric
22,1695832750583,76.19,55.89,metric
22,1695833099607,75.25,55.87,metric
22,1695833464721,76.13,55.96,metric
22,1695833963931,75.92,55.73,metric
22,1695834204563,75.52,54.92,metric
22,1695834636754,75.82,54.25,metric
22,1695834653219,76.14,54.19,metric
22,1695835207668,75.52,54.32,metric
22,1695835432888,75.89,54.03,metric
22,1695835472853,75.46,54.67,metric
22,1695835795262,76.0,54.39,metric
22,1695835836593,75.41,54.21,metric
22,1695836083182,76.08,54.96,metric
22,1695836587281,76.14,54.5,metric
22,1695836715729,76.07,53.04,metric
22,1695837629989,75.72,53.61,metric
22,1695837646982,75.61,53.44,metric
22,1695837842998,75.33,53.26,metric
22,1695837994443,75.8,53.3,metric
22,1695838292832,75.65,53.89,metric
22,1695838399235,75.79,53.58,metric
22,1695838458146,75.53,53.3,metric
22,1695838640984,75.77,53.46,metric
22,1695838653925,75.78,53.26,metric
22,1695839067472,75.39,54.78,metric
22,1695839164851,75.33,53.53,metric
22,1695839366825,75.25,53.57,metric
22,1695839487729,76.07,53.59,metric
22,1695839711110,76.18,54.87,metric
22,1695840089970,76.08,53.43,metric
22,1695840168691,75.45,53.63,metric
22,1695840973795,75.88,53.84,metric
22,1695841070283,75.21,53.83,metric
22,1695841113192,75.63,53.47,metric
22,1695841147740,76.15,54.6,metric
22,1695841284766,76.03,53.45,metric
22,1695841437347,76.16,53.54,metric
22,1695841566173,75.58,53.11,metric
22,1695841727024,75.48,53.89,metric
22,1695842325464,75.51,53.74,metric
22,1695842684429,76.11,53.32,metric
22,1695842770827,76.08,53.83,metric
22,1695842889802,75.72,53.7,metric
22,1695842958229,75.75,53.75,metric
22,1695843306736,75.71,53.95,metric
22,1695843482708,75.5,53.18,metric
22,1695843494675,75.81,53.4,metric
22,1695844189379,76.15,53.6,metric
22,1695844271255,75.85,53.88,metric
22,1695844919743,75.26,53.85,metric
22,1695845073255,75.59,53.27,metric
22,1695845122713,75.29,53.73,metric
22,1695845564042,77.11,52.46,metric
22,1695845607071,77.84,52.7,metric
22,1695845656505,75.66,52.37,metric
22,1695845744014,77.91,53.95,metric
22,1695845999216,77.66,53.88,metric
22,1695846132850,77.52,53.06,metric
22,1695846205892,77.0,56.42,metric
22,1695846258464,77.89,56.44,metric
22,1695846330456,77.93,56.23,metric
22,1695846426788,77.11,57.88,metric
22,1695846579342,77.04,56.6,metric
22,1695846651112,77.26,57.42,metric
22,1695846682153,77.31,57.42,metric
22,1695847093861,77.84,56.18,metric
22,1695847210221,77.71,57.82,metric
22,1695847345568,77.2,57.12,metric
22,1695847559367,77.33,57.92,metric
22,1695847709923,77.01,57.14,metric
22,1695848383729,77.55,57.26,metric
22,1695848590274,78.0,57.6,metric
22,1695848747213,77.61,57.5,metric
22,1695849062585,77.61,57.2,metric
22,1695849327910,77.8,57.57,metric
22,1695849425807,77.2,57.78,metric
22,1695849632676,77.82,57.77,metric
22,1695849752474,77.81,56.66,metric
22,1695849836006,77.29,56.99,metric
22,1695850010211,77.75,56.98,metric
22,1695850198254,77.17,56.08,metric
22,1695850391359,75.91,56.6,metric
22,1695850688246,75.32,56.06,metric
22,1695850701213,76.12,56.86,metric
22,1695850792430,75.87,56.68,metric
22,1695850918200,75.4,56.74,metric
22,1695851011361,75.87,56.75,metric
22,1695851377217,75.68,56.73,metric
22,1695851691226,75.31,56.65,metric
22,1695851886080,75.48,56.33,metric
22,1695851960568,75.5,56.02,metric
22,1695851987601,75.35,56.46,metric
22,1695852234961,77.68,56.48,metric
22,1695852268457,77.9,56.82,metric
22,1695852321896,77.82,56.15,metric
22,1695852523954,77.63,55.71,metric
22,1695852612463,77.26,55.03,metric
22,1695852656965,77.74,55.04,metric
22,1695852692973,77.04,55.13,metric
22,1695852877665,77.29,55.71,metric
22,1695852986113,77.77,56.33,metric
22,1695853583480,77.47,55.3,metric
22,1695853945135,77.55,55.87,metric
22,1695854085916,77.11,55.24,metric
22,1695854510674,77.73,57.23,metric
22,1695854707330,77.04,57.92,metric
22,1695854769843,77.07,58.82,metric
22,1695854783821,77.82,57.73,metric
22,1695854843813,77.61,57.47,metric
22,1695855308000,77.95,57.5,metric
22,1695855542204,77.15,59.21,metric
22,1695855696396,77.95,58.86,metric
22,1695855866586,77.3,59.79,metric
22,1695855949301,77.02,60.22,metric
22,1695856461646,75.99,61.4,metric
22,1695856830189,75.58,60.87,metric
22,1695856906105,75.4,60.47,metric
22,1695857129161,75.82,60.05,metric
22,1695857450352,75.45,59.24,metric
22,1695857615522,75.71,59.2,metric
22,1695857728460,75.45,59.96,metric
22,1695857765861,75.78,59.53,metric
22,1695857806837,75.7,59.18,metric
22,1695858098882,75.48,59.88,metric
22,1695858181153,75.68,59.37,metric
22,1695858455998,75.86,59.47,metric
22,1695858723388,75.67,58.46,metric
22,1695858847569,75.6,58.67,metric
22,1695859107921,75.48,58.39,metric
22,1695859657357,77.66,57.34,metric
22,1695859845569,77.23,57.22,metric
22,1695860103772,77.44,57.58,metric
22,1695860169291,77.88,57.18,metric
22,1695860185292,77.43,57.42,metric
22,1695860294201,77.91,57.06,metric
22,1695860372132,77.1,57.25,metric
22,1695860391108,77.22,56.76,metric
22,1695860519547,77.19,57.16,metric
22,1695860790304,77.92,57.56,metric
22,1695860914618,77.07,57.5,metric
22,1695861037578,77.21,56.28,metric
22,1695861207406,77.13,56.19,metric
22,1695861242956,77.78,56.92,metric
22,1695861410047,77.04,56.3,metric
22,1695861678753,77.43,56.01,metric
22,1695862061053,77.98,56.1,metric
22,1695862121213,77.23,56.56,metric
22,1695862301448,77.15,56.44,metric
22,1695862352527,77.22,56.61,metric
22,1695862430504,77.81,56.26,metric
22,1695863392028,76.0,57.05,metric
22,1695863428511,75.9,57.14,metric
22,1695863774163,75.86,57.94,metric
22,1695864052704,75.24,57.84,metric
22,1695864065695,75.67,58.94,metric
22,1695864381196,75.81,58.95,metric
22,1695864437600,75.98,58.5,metric
22,1695864453701,76.2,58.25,metric
22,1695864704362,75.95,58.44,metric
22,1695864740441,76.1,58.25,metric
22,1695864960742,75.85,58.74,metric
22,1695865017246,75.53,58.62,metric
22,1695865297492,75.26,59.71,metric
22,1695865539979,75.24,59.82,metric
22,1695865809469,75.5,59.62,metric
22,1695865947391,76.19,60.85,metric
22,1695866337447,75.99,63.11,metric
22,1695866442744,75.26,63.02,metric
22,1695866621235,76.16,64.58,metric
22,1695866833361,75.28,65.38,metric
22,1695867354528,76.06,67.72,metric
22,1695867686116,75.67,67.38,metric
22,1695867755616,75.75,67.95,metric
22,1695867808579,75.52,67.53,metric
22,1695868161812,75.39,66.94,metric
22,1695868355210,76.15,66.33,metric
22,1695868514704,75.62,66.03,metric
22,1695868827177,75.98,66.84,metric
22,1695869026334,76.08,65.04,metric
22,1695869094832,75.5,65.04,metric
22,1695869214411,75.77,65.9,metric
22,1695869306324,75.24,65.47,metric
22,1695869342238,76.09,65.04,metric
22,1695869559569,75.61,65.4,metric
22,1695869609437,75.39,65.12,metric
22,1695869656474,76.09,65.07,metric
22,1695869984979,75.71,64.93,metric
22,1695870020156,76.1,64.54,metric
22,1695870484414,75.77,64.64,metric
22,1695870569861,75.74,64.64,metric
22,1695870612344,75.66,64.3,metric
22,1695870798536,75.69,64.39,metric
22,1695870883015,76.07,64.24,metric
22,1695870951365,75.6,64.75,metric
22,1695870978324,75.62,64.41,metric
22,1695871358064,75.31,64.3,metric
22,1695871590919,75.41,64.62,metric
22,1695871701940,76.19,64.28,metric
22,1695871734409,75.56,64.46,metric
22,1695871747362,75.44,64.0,metric
22,1695871795996,75.28,64.58,metric
22,1695872087317,76.13,63.13,metric
22,1695872301444,76.12,63.46,metric
22,1695872417375,76.17,63.26,metric
22,1695872796235,75.77,63.96,metric
22,1695873127211,75.9,63.91,metric
22,1695873389049,75.95,63.41,metric
22,1695873401044,75.98,63.15,metric
22,1695873467497,75.52,63.38,metric
22,1695873710649,75.59,63.19,metric
22,1695874031264,75.52,63.09,metric
22,1695874409171,75.28,64.1,metric
22,1695874454644,75.96,64.47,metric
22,1695874687621,75.29,64.75,metric
22,1695874731620,75.79,64.54,metric
22,1695874933944,75.51,64.16,metric
22,1695875113131,75.94,64.52,metric
22,1695876006541,75.66,64.1,metric
22,1695876297845,75.4,64.89,metric
22,1695876446438,75.47,63.05,metric
22,1695876667587,75.23,63.72,metric
22,1695876749944,76.05,63.22,metric
22,1695876911553,75.71,63.93,metric
22,1695877172534,75.64,63.16,metric
22,1695877249613,75.59,63.19,metric
22,1695877363509,76.18,63.72,metric
22,1695877509404,75.8,63.58,metric
22,1695877544324,76.09,63.31,metric
22,1695877582241,75.96,62.13,metric
22,1695877636933,75.95,62.27,metric
22,1695877674374,76.18,63.25,metric
22,1695877816217,75.79,62.78,metric
22,1695877935339,75.73,62.1,metric
22,1695877976413,75.82,63.41,metric
22,1695877996374,75.65,62.58,metric
22,1695878208071,75.43,63.92,metric
22,1695878400056,75.51,63.91,metric
22,1695878981210,75.94,63.09,metric
22,1695879117486,75.38,63.58,metric
22,1695879372147,75.7,63.22,metric
22,1695879636039,75.7,62.86,metric
22,1695880237887,75.6,62.13,metric
22,1695880554284,75.6,62.66,metric
22,1695880825862,75.4,62.89,metric
22,1695881016959,75.68,62.39,metric
22,1695881401087,75.55,62.32,metric
22,1695881513525,75.42,62.25,metric
22,1695881621613,76.09,62.05,metric
22,1695881787259,75.46,62.8,metric
22,1695881828844,75.66,62.02,metric
22,1695881858264,76.0,62.27,metric
22,1695882034207,75.95,62.59,metric
22,1695882723124,75.75,62.09,metric
22,1695882763196,76.2,62.94,metric
22,1695882882110,76.0,62.06,metric
22,1695883014757,75.38,62.17,metric
22,1695883072152,76.05,62.69,metric
22,1695883122487,75.25,62.32,metric
22,1695883406440,75.83,62.37,metric
22,1695883705369,75.64,63.89,metric
22,1695883813786,75.53,62.85,metric
22,1695883848794,75.81,63.54,metric
22,1695883870313,75.78,63.73,metric
22,1695884011225,75.84,63.88,metric
22,1695884060736,76.04,63.49,metric
22,1695884147820,75.23,63.73,metric
22,1695884198772,75.25,63.71,metric
22,1695884249106,75.61,63.28,metric
22,1695884394403,75.81,63.78,metric
22,1695884764718,76.05,63.43,metric
22,1695884799163,75.98,63.38,metric
22,1695884827490,75.89,63.45,metric
22,1695885011300,75.32,63.89,metric
22,1695885076231,75.38,63.06,metric
22,1695885243665,76.13,63.73,metric
22,1695885442825,75.94,63.5,metric
22,1695885613357,75.59,63.52,metric
22,1695885903782,75.76,63.22,metric
22,1695886048339,73.55,63.95,metric
22,1695886353443,73.81,63.55,metric
22,1695886473308,73.84,63.42,metric
22,1695886669365,74.24,63.1,metric
22,1695887061698,74.09,63.45,metric
22,1695887146163,74.12,63.57,metric
22,1695887434328,74.17,63.9,metric
22,1695887543261,73.69,63.47,metric
22,1695887555244,74.37,63.25,metric
22,1695887731234,73.43,63.87,metric
22,1695887785246,74.39,63.45,metric
22,1695887832147,73.51,63.53,metric
22,1695888012547,74.08,63.83,metric
22,1695888024721,73.58,63.95,metric
22,1695888128635,74.07,63.48,metric
22,1695888875869,74.13,64.88,metric
22,1695888960652,73.92,64.16,metric
22,1695889014603,74.0,63.89,metric
22,1695889451389,73.78,64.35,metric
22,1695889924236,74.3,64.97,metric
22,1695890157229,74.23,64.76,metric
22,1695890435509,73.72,64.88,metric
22,1695890498187,73.61,64.2,metric
22,1695890571482,73.77,64.03,metric
22,1695890679541,73.49,64.24,metric
22,1695890814051,74.02,64.34,metric
22,1695891134386,74.04,65.31,metric
22,1695891170930,74.22,64.04,metric
22,1695891228427,74.1,64.82,metric
22,1695891351796,74.05,64.88,metric
22,1695891560357,74.19,64.1,metric
22,1695891599852,74.27,65.8,metric
22,1695891657624,74.22,64.09,metric
22,1695892007070,73.82,64.5,metric
22,1695892241484,74.31,64.2,metric
22,1695892273548,73.75,64.34,metric
22,1695892312291,73.66,64.36,metric
22,1695892502653,73.97,64.01,metric
22,1695892702456,74.1,64.37,metric
22,1695892748525,73.45,64.71,metric
22,1695892844662,73.46,64.44,metric
22,1695892973895,73.84,64.39,metric
22,1695893158363,74.36,65.59,metric
22,1695893355053,74.05,65.95,metric
22,1695893509966,73.66,64.98,metric
22,1695893531977,73.74,64.46,metric
22,1695893826332,74.33,65.28,metric
22,1695893886868,73.61,64.12,metric
22,1695893969867,73.53,64.51,metric
22,1695893992379,74.3,64.46,metric
22,1695894115018,74.32,64.51,metric
22,1695894158644,73.97,64.28,metric
22,1695894291656,73.95,64.51,metric
22,1695894961597,74.07,64.47,metric
22,1695895100974,74.4,64.31,metric
22,1695895144561,73.46,64.16,metric
22,1695895329623,73.58,64.21,metric
22,1695895430622,73.65,64.05,metric
22,1695895779050,74.2,64.19,metric
22,1695896116168,74.13,64.69,metric
22,1695896224115,73.92,65.0,metric
22,1695896676294,74.33,64.47,metric
22,1695897050707,73.78,64.13,metric
22,1695897090657,74.04,64.17,metric
22,1695897146060,74.35,64.22,metric
22,1695897160018,73.46,65.0,metric
22,1695897568404,73.74,64.86,metric
22,1695897584901,73.94,64.49,metric
22,1695897766918,74.31,64.53,metric
22,1695897886884,74.06,64.36,metric
22,1695897903871,73.44,64.37,metric
22,1695897993303,74.15,64.16,metric
22,1695898187996,73.75,64.83,metric
22,1695898201941,73.95,64.88,metric
22,1695898271307,73.9,64.53,metric
22,1695898443433,74.01,64.8,metric
22,1695898579955,74.29,64.86,metric
22,1695898619540,74.38,64.82,metric
22,1695898789067,74.0,64.92,metric
22,1695898805578,73.59,64.21,metric
22,1695898995542,73.47,64.27,metric
22,1695899298899,73.51,64.68,metric
22,1695899665321,73.86,64.39,metric
22,1695899706621,74.38,64.78,metric
22,1695899947547,73.72,64.77,metric
22,1695899965544,74.22,64.4,metric
22,1695900129136,73.66,64.56,metric
22,1695900150143,73.74,64.06,metric
22,1695900338640,74.25,64.53,metric
22,1695900401319,74.11,64.86,metric
22,1695900894323,73.69,64.5,metric
22,1695900983474,73.97,64.26,metric
22,1695901336707,73.74,64.3,metric
22,1695901925714,74.17,64.11,metric
22,1695902040775,74.03,64.53,metric
22,1695902072834,74.21,64.92,metric
22,1695902231333,73.72,64.45,metric
22,1695902388186,74.06,64.39,metric
22,1695902506490,73.88,64.77,metric
22,1695902690776,73.71,64.71,metric
22,1695903030999,73.77,64.41,metric
22,1695903131535,74.02,64.71,metric
22,1695903755835,74.36,64.67,metric
22,1695903937339,74.19,64.73,metric
22,1695904130593,73.5,64.18,metric
22,1695904384171,73.7,64.14,metric
22,1695904544716,74.17,64.73,metric
22,1695904572624,73.97,64.54,metric
22,1695904994868,74.22,64.63,metric
22,1695905150046,74.22,64.42,metric
22,1695905417325,73.98,64.59,metric
22,1695905616679,73.54,65.0,metric
22,1695905643249,73.69,64.78,metric
22,1695905776376,73.84,64.01,metric
22,1695905823382,73.76,64.45,metric
22,1695905879465,73.99,64.1,metric
22,1695906067421,74.12,64.79,metric
22,1695906142575,73.53,63.89,metric
22,1695906274042,73.98,64.81,metric
22,1695906294001,73.64,64.5,metric
22,1695907233770,73.94,63.93,metric
22,1695907560480,73.69,63.77,metric
22,1695908257639,74.21,63.45,metric
22,1695908487811,73.8,63.28,metric
22,1695908520301,74.09,63.69,metric
22,1695908861788,74.13,63.67,metric
22,1695909263699,73.97,63.33,metric
22,1695909403535,73.65,63.46,metric
22,1695909813200,73.97,63.51,metric
22,1695909963897,73.9,63.97,metric
22,1695910010327,73.47,63.69,metric
22,1695910149085,73.73,63.56,metric
22,1695910238019,73.52,63.46,metric
22,1695910662497,73.45,63.04,metric
22,1695910805367,73.82,63.41,metric
22,1695911006683,73.55,63.26,metric
22,1695911227284,73.65,63.37,metric
22,1695911366153,74.16,63.12,metric
22,1695911501012,73.65,63.1,metric
22,1695911718999,74.08,63.18,metric
22,1695912157448,73.58,63.19,metric
22,1695912318005,73.56,63.49,metric
22,1695912645108,74.32,63.34,metric
22,1695912956015,73.87,63.66,metric
22,1695913130570,74.31,63.09,metric
22,1695913498209,73.86,63.27,metric
22,1695913510169,73.65,63.54,metric
22,1695913617526,73.74,63.02,metric
22,1695914477333,74.03,62.91,metric
22,1695914721062,73.74,62.88,metric
22,1695915168916,73.49,63.6,metric
22,1695915413384,73.94,62.59,metric
22,1695915548997,73.42,62.8,metric
22,1695915891994,73.86,62.49,metric
22,1695916174995,73.83,62.63,metric
22,1695916249617,73.46,62.23,metric
22,1695916335493,73.57,62.8,metric
22,1695916382064,73.51,62.64,metric
22,1695916448499,73.71,62.98,metric
22,1695916498049,73.55,62.84,metric
22,1695916621784,73.78,62.03,metric
22,1695916687428,73.71,62.46,metric
22,1695916805101,73.87,62.07,metric
22,1695916859384,73.9,62.68,metric
22,1695917311566,74.35,61.73,metric
22,1695917374571,73.73,61.17,metric
22,1695917395537,74.38,61.84,metric
22,1695917430144,74.24,61.36,metric
22,1695917476331,74.38,61.41,metric
22,1695917707511,73.97,61.6,metric
22,1695917912791,73.71,60.84,metric
22,1695917949214,73.62,60.14,metric
22,1695918222805,75.65,60.7,metric
22,1695918254251,75.92,60.66,metric
22,1695918382328,75.75,59.15,metric
22,1695918520033,75.39,59.9,metric
22,1695918685643,75.5,59.75,metric
22,1695918727077,75.69,60.19,metric
22,1695919065968,76.05,60.44,metric
22,1695919116947,76.07,60.03,metric
22,1695919462784,75.48,59.81,metric
22,1695919921452,75.64,57.74,metric
22,1695920040118,75.86,57.25,metric
22,1695920553679,75.36,58.8,metric
22,1695920764906,75.3,58.36,metric
22,1695920973292,75.47,58.44,metric
22,1695921117687,75.66,58.02,metric
22,1695921164064,75.8,58.29,metric
22,1695921225604,75.36,58.78,metric
22,1695921286023,75.32,58.53,metric
22,1695921584342,75.81,57.09,metric
22,1695922067626,75.68,58.69,metric
22,1695922162145,75.78,58.11,metric
22,1695922180120,75.37,58.46,metric
22,1695922215555,75.22,58.64,metric
22,1695922536894,75.76,58.57,metric
22,1695922634903,76.03,58.65,metric
22,1695922649411,75.78,58.95,metric
22,1695922760356,76.13,58.95,metric
22,1695922889839,76.04,58.02,metric
22,1695923191327,76.2,58.33,metric
22,1695923365161,75.27,58.79,metric
22,1695923694306,75.85,58.13,metric
22,1695923892763,75.6,58.12,metric
22,1695924019529,75.72,58.7,metric
22,1695924115965,75.32,58.83,metric
22,1695924305038,75.54,58.36,metric
22,1695924422323,76.12,58.57,metric
22,1695924437835,75.28,58.57,metric
22,1695924601212,75.68,58.75,metric
22,1695925179961,75.61,58.78,metric
22,1695925305962,75.74,58.54,metric
22,1695925447973,76.14,58.69,metric
22,1695925536441,75.69,58.94,metric
22,1695926016722,75.75,59.76,metric
22,1695926368494,76.17,59.73,metric
22,1695926615260,76.13,59.76,metric
22,1695926822681,75.85,59.59,metric
22,1695927056412,75.91,58.34,metric
22,1695927218313,76.16,59.3,metric
22,1695927251801,75.49,59.45,metric
22,1695927411331,75.83,58.94,metric
22,1695927429303,76.16,58.8,metric
22,1695927484801,76.17,58.95,metric
22,1695927588340,75.93,58.03,metric
22,1695927780713,75.89,57.1,metric
22,1695927799146,75.25,57.12,metric
22,1695927817143,75.5,57.13,metric
22,1695927879691,77.12,57.07,metric
22,1695928478536,75.8,57.55,metric
22,1695928755637,77.32,57.44,metric
22,1695928842080,77.25,57.55,metric
22,1695929021019,77.93,57.3,metric
22,1695929044954,75.86,57.2,metric
22,1695929340026,75.41,58.52,metric
22,1695929449291,75.64,58.05,metric
22,1695929838974,75.4,58.86,metric
22,1695930166894,75.27,58.78,metric
22,1695930431910,75.41,58.9,metric
22,1695930512983,75.52,58.6,metric
22,1695930957555,75.66,58.55,metric
22,1695931175085,75.31,59.27,metric
22,1695931445723,75.93,59.54,metric
22,1695931497143,75.67,59.89,metric
22,1695931591174,75.76,58.8,metric
22,1695931769903,75.95,59.03,metric
22,1695931852890,76.15,59.27,metric
22,1695931887375,75.23,59.87,metric
22,1695932095315,75.49,59.36,metric
22,1695932722094,75.85,60.0,metric
22,1695932779088,75.55,60.01,metric
22,1695932860107,75.94,59.83,metric
22,1695933053970,76.03,59.21,metric
22,1695933075975,75.31,59.64,metric
22,1695933232856,77.54,60.55,metric
22,1695933301908,77.73,60.14,metric
22,1695933382419,77.0,60.0,metric
22,1695933397392,77.38,60.47,metric
22,1695933414359,77.87,60.39,metric
22,1695933492248,77.57,60.54,metric
22,1695933568253,77.98,61.32,metric
22,1695933631245,77.84,60.62,metric
22,1695933775975,77.74,60.99,metric
22,1695934441868,77.42,61.49,metric
22,1695934500313,77.77,60.81,metric
22,1695935335593,77.06,61.54,metric
22,1695935600722,77.04,62.28,metric
22,1695935691316,77.08,62.26,metric
22,1695935928700,77.95,62.58,metric
22,1695936657949,76.14,61.97,metric
22,1695936831218,76.03,61.34,metric
22,1695936940333,77.92,61.44,metric
22,1695937085970,77.9,60.21,metric
22,1695937178355,77.25,60.43,metric
22,1695937285833,77.13,60.22,metric
22,1695937429587,77.16,61.92,metric
22,1695937534041,77.11,61.58,metric
22,1695937658524,77.44,60.02,metric
22,1695937747557,77.81,60.09,metric
22,1695937952132,77.04,58.71,metric
22,1695938004126,77.22,58.64,metric
22,1695938569505,77.8,58.82,metric
22,1695938629109,77.1,58.12,metric
22,1695938734620,77.13,58.0,metric
22,1695939119277,77.07,57.32,metric
22,1695939270706,77.79,57.06,metric
22,1695939353148,77.43,57.4,metric
22,1695939517579,77.71,57.6,metric
22,1695939703778,78.96,58.97,metric
22,1695939900556,79.12,58.17,metric
22,1695939948527,79.1,58.86,metric
22,1695940103817,77.23,57.94,metric
22,1695940224027,77.88,57.47,metric
22,1695940620922,77.44,57.07,metric
22,1695940792284,77.89,57.82,metric
22,1695940805358,77.07,57.27,metric
22,1695940838342,77.12,57.81,metric
22,1695940984573,77.72,57.37,metric
22,1695941220255,77.96,57.84,metric
22,1695941300260,77.43,57.18,metric
22,1695941411895,77.78,57.81,metric
22,1695941458759,77.49,57.57,metric
22,1695941719554,77.74,57.76,metric
22,1695941867741,77.08,57.01,metric
22,1695942068606,77.54,57.22,metric
22,1695942106170,77.13,57.4,metric
22,1695942388304,77.96,57.51,metric
22,1695942626438,79.65,57.47,metric
22,1695942642440,79.63,57.29,metric
22,1695942699083,77.81,56.06,metric
22,1695942849833,77.74,56.4,metric
22,1695942953796,77.81,56.72,metric
22,1695943034152,77.4,56.61,metric
22,1695943083095,77.04,56.95,metric
22,1695943307445,77.15,57.55,metric
22,1695943417528,77.03,57.27,metric
22,1695943688454,77.85,57.08,metric
22,1695944011642,77.12,58.9,metric
22,1695944261105,77.66,58.48,metric
22,1695944679944,77.47,57.7,metric
22,1695944960001,77.91,57.57,metric
22,1695945081964,77.61,57.38,metric
22,1695945175031,77.1,57.69,metric
22,1695945245419,77.09,57.08,metric
22,1695945340180,77.12,57.17,metric
